TASK_CODE,ACTIVITY_CODE,DESCRIPTION
PA230,A104,Conducting prior art search and preparing summary memo
PA230,A107,Responding to restriction requirement and revising claim set
PA230,A105,Drafting patent claims in preparation for new filing
PA230,A103,Preparing certified copy request for priority documents
PA230,A105,Coordinating foreign filing instructions with foreign counsel
PA230,A107,Preparing certified copy request for priority documents
PA230,A101,Conducting prior art search and preparing summary memo
PA230,A105,Conducting prior art search and preparing summary memo
PA230,A107,Drafting patent claims in preparation for new filing
PA230,A106,Conducting prior art search and preparing summary memo
PA230,A104,Drafting response to USPTO Office Action for utility patent application
PA230,A106,Preparing and filing IDS in response to examiner citation
PA230,A101,Drafting response to USPTO Office Action for utility patent application
PA230,A103,Drafting patent claims in preparation for new filing
PA230,A104,Preparing and filing IDS in response to examiner citation
PA230,A103,Drafting preliminary amendment for continuation application
PA230,A103,Preparing certified copy request for priority documents
PA230,A107,Drafting response to USPTO Office Action for utility patent application
PA230,A105,Drafting preliminary amendment for continuation application
PA230,A105,Preparing and filing IDS in response to examiner citation
PA230,A101,Preparing certified copy request for priority documents
PA230,A107,Preparing and filing IDS in response to examiner citation
PA230,A102,Analyzing PCT search results and recommending filing strategy
PA230,A102,Drafting response to USPTO Office Action for utility patent application
PA230,A101,Drafting patent claims in preparation for new filing
PA230,A105,Responding to restriction requirement and revising claim set
PA230,A101,Preparing certified copy request for priority documents
PA230,A102,Preparing and filing IDS in response to examiner citation
PA230,A102,Analyzing PCT search results and recommending filing strategy
PA230,A107,Preparing and filing IDS in response to examiner citation
PA230,A101,Preparing certified copy request for priority documents
PA230,A105,Conducting prior art search and preparing summary memo
PA230,A105,Responding to restriction requirement and revising claim set
PA230,A107,Coordinating foreign filing instructions with foreign counsel
PA230,A107,Reviewing examiner interview summary and preparing client update
PA230,A107,Drafting response to USPTO Office Action for utility patent application
PA230,A107,Drafting preliminary amendment for continuation application
PA230,A104,Drafting preliminary amendment for continuation application
PA230,A101,Drafting preliminary amendment for continuation application
PA230,A107,Preparing certified copy request for priority documents
PA230,A105,Coordinating foreign filing instructions with foreign counsel
PA230,A107,Preparing and filing IDS in response to examiner citation
PA230,A104,Conducting prior art search and preparing summary memo
PA230,A106,Conducting prior art search and preparing summary memo
PA230,A103,Responding to restriction requirement and revising claim set
PA230,A101,Drafting response to USPTO Office Action for utility patent application
PA230,A107,Drafting patent claims in preparation for new filing
PA230,A107,Drafting response to USPTO Office Action for utility patent application
PA230,A104,Drafting response to USPTO Office Action for utility patent application
PA230,A106,Preparing certified copy request for priority documents
PA230,A102,Preparing and filing IDS in response to examiner citation
PA230,A107,Preparing and filing IDS in response to examiner citation
PA230,A101,Preparing certified copy request for priority documents
PA230,A105,Analyzing PCT search results and recommending filing strategy
PA230,A103,Conducting prior art search and preparing summary memo
PA230,A102,Drafting response to USPTO Office Action for utility patent application
PA230,A107,Drafting preliminary amendment for continuation application
PA230,A105,Reviewing examiner interview summary and preparing client update
PA230,A102,Preparing and filing IDS in response to examiner citation
PA230,A104,Preparing certified copy request for priority documents
PA240,A104,Drafting response to USPTO Office Action for utility patent application
PA240,A107,Drafting patent claims in preparation for new filing
PA240,A106,Drafting response to USPTO Office Action for utility patent application
PA240,A102,Preparing certified copy request for priority documents
PA240,A104,Conducting prior art search and preparing summary memo
PA240,A101,Conducting prior art search and preparing summary memo
PA240,A103,Preparing certified copy request for priority documents
PA240,A102,Analyzing PCT search results and recommending filing strategy
PA240,A102,Responding to restriction requirement and revising claim set
PA240,A103,Conducting prior art search and preparing summary memo
PA240,A105,Preparing and filing IDS in response to examiner citation
PA240,A106,Drafting preliminary amendment for continuation application
PA240,A102,Drafting response to USPTO Office Action for utility patent application
PA240,A103,Drafting patent claims in preparation for new filing
PA240,A101,Drafting response to USPTO Office Action for utility patent application
PA240,A106,Conducting prior art search and preparing summary memo
PA240,A107,Preparing certified copy request for priority documents
PA240,A105,Drafting preliminary amendment for continuation application
PA240,A101,Conducting prior art search and preparing summary memo
PA240,A104,Coordinating foreign filing instructions with foreign counsel
PA240,A103,Responding to restriction requirement and revising claim set
PA240,A103,Coordinating foreign filing instructions with foreign counsel
PA240,A104,Analyzing PCT search results and recommending filing strategy
PA240,A107,Reviewing examiner interview summary and preparing client update
PA240,A102,Preparing certified copy request for priority documents
PA240,A103,Drafting preliminary amendment for continuation application
PA240,A102,Responding to restriction requirement and revising claim set
PA240,A102,Analyzing PCT search results and recommending filing strategy
PA240,A101,Reviewing examiner interview summary and preparing client update
PA240,A104,Drafting patent claims in preparation for new filing
PA240,A104,Drafting response to USPTO Office Action for utility patent application
PA240,A106,Responding to restriction requirement and revising claim set
PA240,A105,Coordinating foreign filing instructions with foreign counsel
PA240,A104,Analyzing PCT search results and recommending filing strategy
PA240,A103,Drafting response to USPTO Office Action for utility patent application
PA240,A104,Preparing and filing IDS in response to examiner citation
PA240,A104,Drafting patent claims in preparation for new filing
PA240,A104,Coordinating foreign filing instructions with foreign counsel
PA240,A103,Drafting patent claims in preparation for new filing
PA240,A101,Drafting preliminary amendment for continuation application
PA240,A101,Drafting response to USPTO Office Action for utility patent application
PA240,A103,Reviewing examiner interview summary and preparing client update
PA240,A102,Coordinating foreign filing instructions with foreign counsel
PA240,A103,Drafting response to USPTO Office Action for utility patent application
PA240,A103,Drafting preliminary amendment for continuation application
PA240,A101,Preparing certified copy request for priority documents
PA240,A105,Conducting prior art search and preparing summary memo
PA240,A103,Responding to restriction requirement and revising claim set
PA240,A107,Coordinating foreign filing instructions with foreign counsel
PA240,A103,Preparing and filing IDS in response to examiner citation
PA240,A106,Coordinating foreign filing instructions with foreign counsel
PA240,A106,Drafting response to USPTO Office Action for utility patent application
PA240,A101,Drafting patent claims in preparation for new filing
PA240,A101,Preparing and filing IDS in response to examiner citation
PA240,A106,Responding to restriction requirement and revising claim set
PA240,A106,Preparing certified copy request for priority documents
PA240,A102,Responding to restriction requirement and revising claim set
PA240,A102,Preparing and filing IDS in response to examiner citation
PA240,A102,Preparing and filing IDS in response to examiner citation
PA240,A104,Preparing certified copy request for priority documents
PA240,A104,Coordinating foreign filing instructions with foreign counsel
PA240,A103,Preparing certified copy request for priority documents
PA240,A105,Coordinating foreign filing instructions with foreign counsel
PA240,A105,Coordinating foreign filing instructions with foreign counsel
PA240,A102,Reviewing examiner interview summary and preparing client update
PA240,A106,Analyzing PCT search results and recommending filing strategy
PA240,A101,Reviewing examiner interview summary and preparing client update
PA240,A104,Preparing and filing IDS in response to examiner citation
PA240,A101,Analyzing PCT search results and recommending filing strategy
PA240,A103,Drafting response to USPTO Office Action for utility patent application
PA240,A104,Responding to restriction requirement and revising claim set
PA240,A106,Conducting prior art search and preparing summary memo
PA240,A105,Drafting response to USPTO Office Action for utility patent application
PA240,A104,Responding to restriction requirement and revising claim set
PA240,A105,Analyzing PCT search results and recommending filing strategy
PA240,A105,Drafting response to USPTO Office Action for utility patent application
PA240,A103,Drafting patent claims in preparation for new filing
PA240,A107,Coordinating foreign filing instructions with foreign counsel
PA240,A101,Preparing and filing IDS in response to examiner citation
PA240,A104,Preparing and filing IDS in response to examiner citation
PA240,A104,Conducting prior art search and preparing summary memo
PA240,A107,Conducting prior art search and preparing summary memo
PA240,A104,Reviewing examiner interview summary and preparing client update
PA240,A105,Preparing certified copy request for priority documents
PA240,A107,Drafting preliminary amendment for continuation application
PA240,A102,Preparing certified copy request for priority documents
PA240,A103,Responding to restriction requirement and revising claim set
PA240,A103,Drafting response to USPTO Office Action for utility patent application
PA240,A103,Preparing and filing IDS in response to examiner citation
PA240,A107,Analyzing PCT search results and recommending filing strategy
PA240,A102,Reviewing examiner interview summary and preparing client update
PA240,A104,Drafting response to USPTO Office Action for utility patent application
PA240,A105,Preparing and filing IDS in response to examiner citation
PA240,A102,Analyzing PCT search results and recommending filing strategy
PA240,A101,Drafting preliminary amendment for continuation application
PA240,A102,Drafting response to USPTO Office Action for utility patent application
PA240,A101,Reviewing examiner interview summary and preparing client update
PA240,A103,Drafting patent claims in preparation for new filing
PA240,A101,Preparing certified copy request for priority documents
PA240,A101,Reviewing examiner interview summary and preparing client update
PA240,A106,Preparing and filing IDS in response to examiner citation
PA240,A106,Reviewing examiner interview summary and preparing client update
PA240,A107,Responding to restriction requirement and revising claim set
PA240,A105,Drafting patent claims in preparation for new filing
PA240,A105,Preparing certified copy request for priority documents
PA240,A107,Analyzing PCT search results and recommending filing strategy
PA240,A106,Conducting prior art search and preparing summary memo
PA240,A102,Drafting patent claims in preparation for new filing
PA240,A102,Responding to restriction requirement and revising claim set
PA240,A105,Preparing and filing IDS in response to examiner citation
PA240,A102,Preparing certified copy request for priority documents
PA240,A102,Analyzing PCT search results and recommending filing strategy
PA240,A107,Analyzing PCT search results and recommending filing strategy
PA240,A104,Preparing and filing IDS in response to examiner citation
PA240,A105,Responding to restriction requirement and revising claim set
PA240,A106,Drafting preliminary amendment for continuation application
PA240,A101,Coordinating foreign filing instructions with foreign counsel
PA240,A105,Preparing certified copy request for priority documents
PA240,A105,Reviewing examiner interview summary and preparing client update
PA240,A103,Drafting response to USPTO Office Action for utility patent application
PA240,A106,Analyzing PCT search results and recommending filing strategy
PA240,A104,Analyzing PCT search results and recommending filing strategy
PA240,A103,Reviewing examiner interview summary and preparing client update
PA240,A106,Analyzing PCT search results and recommending filing strategy
PA240,A102,Drafting patent claims in preparation for new filing
PA240,A104,Drafting response to USPTO Office Action for utility patent application
PA240,A106,Responding to restriction requirement and revising claim set
PA240,A104,Drafting patent claims in preparation for new filing
PA240,A105,Drafting patent claims in preparation for new filing
PA240,A102,Preparing certified copy request for priority documents
PA240,A106,Preparing certified copy request for priority documents
PA240,A103,Preparing certified copy request for priority documents
PA240,A101,Reviewing examiner interview summary and preparing client update
PA240,A103,Preparing certified copy request for priority documents
PA240,A103,Reviewing examiner interview summary and preparing client update
PA240,A106,Drafting patent claims in preparation for new filing
PA240,A105,Coordinating foreign filing instructions with foreign counsel
PA240,A105,Drafting response to USPTO Office Action for utility patent application
PA240,A104,Conducting prior art search and preparing summary memo
PA240,A104,Drafting response to USPTO Office Action for utility patent application
PA240,A107,Drafting patent claims in preparation for new filing
PA240,A101,Responding to restriction requirement and revising claim set
PA240,A105,Preparing and filing IDS in response to examiner citation
PA240,A101,Responding to restriction requirement and revising claim set
PA240,A106,Drafting preliminary amendment for continuation application
PA240,A103,Drafting preliminary amendment for continuation application
PA240,A102,Responding to restriction requirement and revising claim set
PA240,A107,Reviewing examiner interview summary and preparing client update
PA240,A105,Preparing and filing IDS in response to examiner citation
PA240,A103,Drafting patent claims in preparation for new filing
PA240,A101,Preparing and filing IDS in response to examiner citation
PA240,A105,Preparing certified copy request for priority documents
PA240,A102,Drafting preliminary amendment for continuation application
PA240,A101,Drafting patent claims in preparation for new filing
PA240,A104,Reviewing examiner interview summary and preparing client update
PA240,A101,Preparing certified copy request for priority documents
PA240,A105,Analyzing PCT search results and recommending filing strategy
PA240,A101,Drafting patent claims in preparation for new filing
PA240,A104,Preparing and filing IDS in response to examiner citation
PA240,A104,Conducting prior art search and preparing summary memo
PA240,A101,Preparing and filing IDS in response to examiner citation
PA240,A106,Conducting prior art search and preparing summary memo
PA240,A104,Reviewing examiner interview summary and preparing client update
PA240,A105,Reviewing examiner interview summary and preparing client update
PA240,A101,Drafting preliminary amendment for continuation application
PA240,A106,Drafting patent claims in preparation for new filing
PA240,A107,Coordinating foreign filing instructions with foreign counsel
PA240,A101,Reviewing examiner interview summary and preparing client update
PA240,A105,Analyzing PCT search results and recommending filing strategy
PA240,A101,Reviewing examiner interview summary and preparing client update
PA240,A103,Responding to restriction requirement and revising claim set
PA240,A101,Analyzing PCT search results and recommending filing strategy
PA240,A101,Reviewing examiner interview summary and preparing client update
PA240,A106,Conducting prior art search and preparing summary memo
PA240,A106,Reviewing examiner interview summary and preparing client update
PA240,A105,Drafting preliminary amendment for continuation application
PA240,A105,Drafting response to USPTO Office Action for utility patent application
PA240,A106,Analyzing PCT search results and recommending filing strategy
PA250,A105,Coordinating foreign filing instructions with foreign counsel
PA250,A103,Drafting preliminary amendment for continuation application
PA250,A102,Reviewing examiner interview summary and preparing client update
PA250,A104,Reviewing examiner interview summary and preparing client update
PA250,A101,Coordinating foreign filing instructions with foreign counsel
PA250,A104,Preparing certified copy request for priority documents
PA250,A104,Responding to restriction requirement and revising claim set
PA250,A106,Conducting prior art search and preparing summary memo
PA250,A104,Preparing and filing IDS in response to examiner citation
PA250,A104,Conducting prior art search and preparing summary memo
PA250,A103,Responding to restriction requirement and revising claim set
PA250,A105,Conducting prior art search and preparing summary memo
PA250,A105,Analyzing PCT search results and recommending filing strategy
PA250,A102,Drafting patent claims in preparation for new filing
PA250,A106,Coordinating foreign filing instructions with foreign counsel
PA250,A106,Drafting response to USPTO Office Action for utility patent application
PA250,A102,Analyzing PCT search results and recommending filing strategy
PA250,A102,Responding to restriction requirement and revising claim set
PA250,A102,Responding to restriction requirement and revising claim set
PA250,A103,Drafting preliminary amendment for continuation application
PA250,A106,Preparing certified copy request for priority documents
PA250,A102,Coordinating foreign filing instructions with foreign counsel
PA250,A101,Responding to restriction requirement and revising claim set
PA250,A102,Preparing and filing IDS in response to examiner citation
PA250,A101,Coordinating foreign filing instructions with foreign counsel
PA250,A105,Responding to restriction requirement and revising claim set
PA250,A106,Analyzing PCT search results and recommending filing strategy
PA250,A106,Drafting response to USPTO Office Action for utility patent application
PA250,A102,Coordinating foreign filing instructions with foreign counsel
PA250,A106,Preparing certified copy request for priority documents
PA250,A103,Analyzing PCT search results and recommending filing strategy
PA250,A103,Conducting prior art search and preparing summary memo
PA250,A101,Responding to restriction requirement and revising claim set
PA250,A106,Analyzing PCT search results and recommending filing strategy
PA250,A103,Coordinating foreign filing instructions with foreign counsel
PA250,A103,Drafting response to USPTO Office Action for utility patent application
PA250,A107,Responding to restriction requirement and revising claim set
PA250,A107,Conducting prior art search and preparing summary memo
PA250,A105,Coordinating foreign filing instructions with foreign counsel
PA250,A105,Conducting prior art search and preparing summary memo
PA250,A101,Analyzing PCT search results and recommending filing strategy
PA250,A101,Conducting prior art search and preparing summary memo
PA250,A106,Preparing certified copy request for priority documents
PA250,A106,Analyzing PCT search results and recommending filing strategy
PA250,A102,Drafting patent claims in preparation for new filing
PA250,A106,Conducting prior art search and preparing summary memo
PA250,A107,Reviewing examiner interview summary and preparing client update
PA250,A105,Responding to restriction requirement and revising claim set
PA250,A102,Preparing and filing IDS in response to examiner citation
PA250,A102,Drafting patent claims in preparation for new filing
PA250,A104,Preparing and filing IDS in response to examiner citation
PA250,A104,Responding to restriction requirement and revising claim set
PA250,A101,Reviewing examiner interview summary and preparing client update
PA250,A103,Drafting response to USPTO Office Action for utility patent application
PA250,A103,Conducting prior art search and preparing summary memo
PA250,A102,Preparing and filing IDS in response to examiner citation
PA250,A104,Coordinating foreign filing instructions with foreign counsel
PA250,A104,Reviewing examiner interview summary and preparing client update
PA250,A101,Drafting patent claims in preparation for new filing
PA250,A101,Preparing and filing IDS in response to examiner citation
PA250,A102,Preparing certified copy request for priority documents
PA250,A105,Drafting response to USPTO Office Action for utility patent application
PA250,A105,Coordinating foreign filing instructions with foreign counsel
PA250,A102,Reviewing examiner interview summary and preparing client update
PA250,A102,Responding to restriction requirement and revising claim set
PA250,A106,Drafting response to USPTO Office Action for utility patent application
PA250,A102,Preparing certified copy request for priority documents
PA250,A105,Drafting preliminary amendment for continuation application
PA250,A104,Analyzing PCT search results and recommending filing strategy
PA250,A101,Conducting prior art search and preparing summary memo
PA250,A105,Preparing and filing IDS in response to examiner citation
PA250,A106,Preparing certified copy request for priority documents
PA250,A102,Coordinating foreign filing instructions with foreign counsel
PA250,A105,Conducting prior art search and preparing summary memo
PA250,A101,Analyzing PCT search results and recommending filing strategy
PA250,A107,Drafting response to USPTO Office Action for utility patent application
PA250,A102,Drafting response to USPTO Office Action for utility patent application
PA250,A103,Preparing and filing IDS in response to examiner citation
PA250,A102,Coordinating foreign filing instructions with foreign counsel
PA250,A104,Preparing and filing IDS in response to examiner citation
PA250,A105,Reviewing examiner interview summary and preparing client update
PA250,A102,Coordinating foreign filing instructions with foreign counsel
PA250,A104,Responding to restriction requirement and revising claim set
PA250,A105,Analyzing PCT search results and recommending filing strategy
PA250,A104,Conducting prior art search and preparing summary memo
PA250,A107,Responding to restriction requirement and revising claim set
PA250,A104,Preparing certified copy request for priority documents
PA250,A107,Coordinating foreign filing instructions with foreign counsel
PA250,A107,Responding to restriction requirement and revising claim set
PA250,A101,Conducting prior art search and preparing summary memo
PA250,A105,Coordinating foreign filing instructions with foreign counsel
PA250,A107,Coordinating foreign filing instructions with foreign counsel
PA250,A106,Drafting patent claims in preparation for new filing
PA250,A103,Drafting patent claims in preparation for new filing
PA250,A105,Conducting prior art search and preparing summary memo
PA250,A101,Preparing certified copy request for priority documents
PA250,A106,Coordinating foreign filing instructions with foreign counsel
PA250,A105,Analyzing PCT search results and recommending filing strategy
PA250,A107,Responding to restriction requirement and revising claim set
PA250,A105,Conducting prior art search and preparing summary memo
PA250,A105,Drafting patent claims in preparation for new filing
PA250,A105,Drafting response to USPTO Office Action for utility patent application
PA250,A103,Drafting preliminary amendment for continuation application
PA250,A101,Drafting patent claims in preparation for new filing
PA250,A104,Analyzing PCT search results and recommending filing strategy
PA250,A104,Analyzing PCT search results and recommending filing strategy
PA250,A105,Reviewing examiner interview summary and preparing client update
PA250,A104,Drafting preliminary amendment for continuation application
PA250,A105,Drafting preliminary amendment for continuation application
PA250,A101,Coordinating foreign filing instructions with foreign counsel
PA250,A107,Drafting response to USPTO Office Action for utility patent application
PA250,A105,Preparing and filing IDS in response to examiner citation
PA250,A101,Drafting response to USPTO Office Action for utility patent application
PA250,A101,Drafting response to USPTO Office Action for utility patent application
PA250,A106,Analyzing PCT search results and recommending filing strategy
PA250,A102,Drafting response to USPTO Office Action for utility patent application
PA250,A103,Reviewing examiner interview summary and preparing client update
PA250,A105,Drafting response to USPTO Office Action for utility patent application
PA250,A105,Conducting prior art search and preparing summary memo
PA250,A104,Coordinating foreign filing instructions with foreign counsel
PA250,A106,Conducting prior art search and preparing summary memo
PA250,A105,Preparing certified copy request for priority documents
PA250,A102,Coordinating foreign filing instructions with foreign counsel
PA250,A106,Drafting response to USPTO Office Action for utility patent application
PA250,A104,Coordinating foreign filing instructions with foreign counsel
PA250,A102,Reviewing examiner interview summary and preparing client update
PA250,A106,Reviewing examiner interview summary and preparing client update
PA250,A107,Drafting patent claims in preparation for new filing
PA250,A103,Drafting preliminary amendment for continuation application
PA250,A103,Responding to restriction requirement and revising claim set
PA250,A104,Coordinating foreign filing instructions with foreign counsel
PA250,A103,Responding to restriction requirement and revising claim set
PA250,A103,Drafting response to USPTO Office Action for utility patent application
PA250,A101,Preparing and filing IDS in response to examiner citation
PA250,A105,Reviewing examiner interview summary and preparing client update
PA250,A104,Preparing and filing IDS in response to examiner citation
PA250,A101,Drafting patent claims in preparation for new filing
PA250,A106,Drafting response to USPTO Office Action for utility patent application
PA250,A105,Preparing certified copy request for priority documents
PA250,A107,Preparing certified copy request for priority documents
PA250,A101,Preparing certified copy request for priority documents
PA250,A105,Analyzing PCT search results and recommending filing strategy
PA250,A103,Drafting response to USPTO Office Action for utility patent application
PA250,A104,Drafting response to USPTO Office Action for utility patent application
PA250,A103,Preparing and filing IDS in response to examiner citation
PA250,A103,Preparing and filing IDS in response to examiner citation
PA250,A104,Coordinating foreign filing instructions with foreign counsel
PA250,A107,Coordinating foreign filing instructions with foreign counsel
PA250,A103,Drafting patent claims in preparation for new filing
PA250,A101,Analyzing PCT search results and recommending filing strategy
PA250,A107,Drafting preliminary amendment for continuation application
PA250,A105,Drafting response to USPTO Office Action for utility patent application
PA250,A103,Conducting prior art search and preparing summary memo
PA250,A103,Analyzing PCT search results and recommending filing strategy
PA250,A101,Reviewing examiner interview summary and preparing client update
PA250,A101,Coordinating foreign filing instructions with foreign counsel
PA250,A104,Drafting patent claims in preparation for new filing
PA250,A103,Drafting preliminary amendment for continuation application
PA250,A106,Conducting prior art search and preparing summary memo
PA250,A104,Conducting prior art search and preparing summary memo
PA250,A102,Preparing and filing IDS in response to examiner citation
PA250,A107,Coordinating foreign filing instructions with foreign counsel
PA250,A101,Reviewing examiner interview summary and preparing client update
PA250,A105,Drafting response to USPTO Office Action for utility patent application
PA250,A106,Preparing certified copy request for priority documents
PA250,A106,Reviewing examiner interview summary and preparing client update
PA250,A107,Preparing and filing IDS in response to examiner citation
PA250,A105,Preparing certified copy request for priority documents
PA250,A105,Responding to restriction requirement and revising claim set
PA250,A102,Drafting response to USPTO Office Action for utility patent application
PA250,A103,Drafting preliminary amendment for continuation application
PA250,A103,Drafting patent claims in preparation for new filing
PA250,A106,Preparing certified copy request for priority documents
PA250,A107,Drafting patent claims in preparation for new filing
PA250,A106,Drafting patent claims in preparation for new filing
PA250,A101,Reviewing examiner interview summary and preparing client update
PA250,A103,Preparing and filing IDS in response to examiner citation
PA250,A103,Drafting patent claims in preparation for new filing
PA250,A102,Conducting prior art search and preparing summary memo
PA250,A103,Preparing certified copy request for priority documents
PA250,A106,Reviewing examiner interview summary and preparing client update
PA250,A102,Drafting patent claims in preparation for new filing
PA250,A104,Preparing certified copy request for priority documents
PA250,A107,Conducting prior art search and preparing summary memo
PA250,A102,Preparing certified copy request for priority documents
PA260,A105,Preparing and filing IDS in response to examiner citation
PA260,A102,Preparing and filing IDS in response to examiner citation
PA260,A104,Responding to restriction requirement and revising claim set
PA260,A101,Analyzing PCT search results and recommending filing strategy
PA260,A103,Reviewing examiner interview summary and preparing client update
PA260,A106,Reviewing examiner interview summary and preparing client update
PA260,A106,Drafting response to USPTO Office Action for utility patent application
PA260,A103,Conducting prior art search and preparing summary memo
PA260,A103,Drafting preliminary amendment for continuation application
PA260,A101,Conducting prior art search and preparing summary memo
PA260,A101,Drafting preliminary amendment for continuation application
PA260,A106,Conducting prior art search and preparing summary memo
PA260,A102,Preparing certified copy request for priority documents
PA260,A104,Drafting patent claims in preparation for new filing
PA260,A104,Preparing and filing IDS in response to examiner citation
PA260,A107,Conducting prior art search and preparing summary memo
PA260,A101,Conducting prior art search and preparing summary memo
PA260,A102,Drafting response to USPTO Office Action for utility patent application
PA260,A106,Responding to restriction requirement and revising claim set
PA260,A103,Drafting patent claims in preparation for new filing
PA260,A101,Drafting response to USPTO Office Action for utility patent application
PA260,A106,Preparing and filing IDS in response to examiner citation
PA260,A106,Preparing and filing IDS in response to examiner citation
PA260,A107,Preparing and filing IDS in response to examiner citation
PA260,A103,Responding to restriction requirement and revising claim set
PA260,A105,Preparing certified copy request for priority documents
PA260,A101,Drafting response to USPTO Office Action for utility patent application
PA260,A105,Responding to restriction requirement and revising claim set
PA260,A104,Conducting prior art search and preparing summary memo
PA260,A103,Analyzing PCT search results and recommending filing strategy
PA260,A103,Preparing certified copy request for priority documents
PA260,A101,Conducting prior art search and preparing summary memo
PA260,A104,Coordinating foreign filing instructions with foreign counsel
PA260,A102,Drafting preliminary amendment for continuation application
PA260,A106,Drafting patent claims in preparation for new filing
PA260,A102,Preparing and filing IDS in response to examiner citation
PA260,A104,Responding to restriction requirement and revising claim set
PA260,A106,Drafting response to USPTO Office Action for utility patent application
PA260,A105,Conducting prior art search and preparing summary memo
PA260,A104,Preparing certified copy request for priority documents
PA260,A107,Drafting patent claims in preparation for new filing
PA260,A106,Coordinating foreign filing instructions with foreign counsel
PA260,A106,Responding to restriction requirement and revising claim set
PA260,A104,Drafting patent claims in preparation for new filing
PA260,A107,Preparing certified copy request for priority documents
PA260,A104,Responding to restriction requirement and revising claim set
PA260,A106,Drafting patent claims in preparation for new filing
PA260,A101,Drafting preliminary amendment for continuation application
PA260,A103,Drafting preliminary amendment for continuation application
PA260,A107,Preparing certified copy request for priority documents
PA260,A104,Responding to restriction requirement and revising claim set
PA260,A103,Conducting prior art search and preparing summary memo
PA260,A103,Drafting response to USPTO Office Action for utility patent application
PA260,A107,Drafting response to USPTO Office Action for utility patent application
PA260,A105,Preparing and filing IDS in response to examiner citation
PA260,A101,Coordinating foreign filing instructions with foreign counsel
PA260,A104,Preparing certified copy request for priority documents
PA260,A101,Drafting preliminary amendment for continuation application
PA260,A104,Responding to restriction requirement and revising claim set
PA260,A107,Responding to restriction requirement and revising claim set
PA260,A104,Conducting prior art search and preparing summary memo
PA260,A107,Preparing and filing IDS in response to examiner citation
PA260,A107,Responding to restriction requirement and revising claim set
PA260,A105,Analyzing PCT search results and recommending filing strategy
PA260,A101,Drafting response to USPTO Office Action for utility patent application
PA260,A106,Preparing certified copy request for priority documents
PA260,A105,Preparing and filing IDS in response to examiner citation
PA260,A107,Reviewing examiner interview summary and preparing client update
PA260,A106,Analyzing PCT search results and recommending filing strategy
PA260,A101,Drafting preliminary amendment for continuation application
PA260,A107,Drafting response to USPTO Office Action for utility patent application
PA260,A105,Analyzing PCT search results and recommending filing strategy
PA260,A102,Preparing certified copy request for priority documents
PA260,A101,Analyzing PCT search results and recommending filing strategy
PA260,A105,Preparing and filing IDS in response to examiner citation
PA260,A103,Analyzing PCT search results and recommending filing strategy
PA260,A106,Preparing certified copy request for priority documents
PA260,A106,Preparing certified copy request for priority documents
PA260,A107,Drafting patent claims in preparation for new filing
PA260,A106,Drafting patent claims in preparation for new filing
PA260,A101,Responding to restriction requirement and revising claim set
PA260,A104,Responding to restriction requirement and revising claim set
PA260,A105,Preparing and filing IDS in response to examiner citation
PA260,A106,Responding to restriction requirement and revising claim set
PA260,A103,Drafting preliminary amendment for continuation application
PA260,A107,Preparing and filing IDS in response to examiner citation
PA260,A106,Conducting prior art search and preparing summary memo
PA260,A103,Coordinating foreign filing instructions with foreign counsel
PA260,A105,Preparing certified copy request for priority documents
PA260,A101,Analyzing PCT search results and recommending filing strategy
PA260,A102,Drafting patent claims in preparation for new filing
PA260,A103,Reviewing examiner interview summary and preparing client update
PA260,A103,Coordinating foreign filing instructions with foreign counsel
PA260,A102,Analyzing PCT search results and recommending filing strategy
PA260,A104,Drafting patent claims in preparation for new filing
PA260,A105,Conducting prior art search and preparing summary memo
PA260,A101,Responding to restriction requirement and revising claim set
PA260,A107,Reviewing examiner interview summary and preparing client update
PA260,A105,Coordinating foreign filing instructions with foreign counsel
PA260,A102,Coordinating foreign filing instructions with foreign counsel
PA260,A107,Responding to restriction requirement and revising claim set
PA260,A106,Drafting preliminary amendment for continuation application
PA260,A105,Drafting response to USPTO Office Action for utility patent application
PA260,A103,Drafting preliminary amendment for continuation application
PA260,A101,Responding to restriction requirement and revising claim set
PA260,A101,Drafting patent claims in preparation for new filing
PA260,A104,Preparing and filing IDS in response to examiner citation
PA260,A104,Reviewing examiner interview summary and preparing client update
PA260,A103,Reviewing examiner interview summary and preparing client update
PA260,A101,Drafting response to USPTO Office Action for utility patent application
PA260,A107,Reviewing examiner interview summary and preparing client update
PA260,A107,Drafting patent claims in preparation for new filing
PA260,A106,Reviewing examiner interview summary and preparing client update
PA260,A103,Analyzing PCT search results and recommending filing strategy
PA260,A104,Drafting response to USPTO Office Action for utility patent application
PA260,A103,Drafting preliminary amendment for continuation application
PA260,A104,Conducting prior art search and preparing summary memo
PA260,A104,Reviewing examiner interview summary and preparing client update
PA260,A107,Reviewing examiner interview summary and preparing client update
PA260,A107,Drafting patent claims in preparation for new filing
PA260,A103,Preparing and filing IDS in response to examiner citation
PA260,A103,Coordinating foreign filing instructions with foreign counsel
PA260,A103,Preparing and filing IDS in response to examiner citation
PA260,A104,Reviewing examiner interview summary and preparing client update
PA260,A101,Analyzing PCT search results and recommending filing strategy
PA260,A102,Conducting prior art search and preparing summary memo
PA260,A106,Conducting prior art search and preparing summary memo
PA260,A103,Conducting prior art search and preparing summary memo
PA260,A103,Analyzing PCT search results and recommending filing strategy
