TASK_CODE,ACTIVITY_CODE,DESCRIPTION
TR199,A103,Monitoring trademark docket and updating deadlines
TR199,A105,Advising client on Madrid Protocol filing strategy
TR199,A107,Advising client on Madrid Protocol filing strategy
TR199,A104,Advising client on Madrid Protocol filing strategy
TR199,A102,Reviewing specimen of use and drafting statement of use
TR199,A106,Drafting cease and desist letter regarding mark infringement
TR199,A102,Drafting response to descriptiveness refusal
TR199,A102,Monitoring trademark docket and updating deadlines
TR199,A105,Conducting preliminary trademark clearance search
TR199,A105,Drafting and filing USPTO trademark application
TR200,A103,Preparing declaration of use and renewal documentation
TR200,A107,Drafting response to descriptiveness refusal
TR200,A103,Reviewing specimen of use and drafting statement of use
TR200,A103,Reviewing specimen of use and drafting statement of use
TR200,A103,Responding to USPTO Office Action regarding likelihood of confusion
TR200,A102,Coordinating foreign trademark filings with local counsel
TR200,A101,Monitoring trademark docket and updating deadlines
TR200,A103,Reviewing specimen of use and drafting statement of use
TR200,A106,Monitoring trademark docket and updating deadlines
TR200,A103,Drafting and filing USPTO trademark application
TR200,A107,Responding to USPTO Office Action regarding likelihood of confusion
TR200,A106,Reviewing specimen of use and drafting statement of use
TR200,A103,Drafting and filing USPTO trademark application
TR200,A104,Advising client on Madrid Protocol filing strategy
TR200,A104,Preparing declaration of use and renewal documentation
TR200,A102,Drafting cease and desist letter regarding mark infringement
TR200,A105,Preparing declaration of use and renewal documentation
TR200,A101,Drafting cease and desist letter regarding mark infringement
TR200,A106,Responding to USPTO Office Action regarding likelihood of confusion
TR200,A106,Monitoring trademark docket and updating deadlines
TR200,A107,Conducting preliminary trademark clearance search
TR200,A103,Drafting and filing USPTO trademark application
TR200,A102,Reviewing specimen of use and drafting statement of use
TR200,A105,Preparing declaration of use and renewal documentation
TR200,A105,Advising client on Madrid Protocol filing strategy
TR200,A104,Drafting response to descriptiveness refusal
TR200,A101,Responding to USPTO Office Action regarding likelihood of confusion
TR200,A101,Preparing declaration of use and renewal documentation
TR200,A106,Coordinating foreign trademark filings with local counsel
TR200,A103,Responding to USPTO Office Action regarding likelihood of confusion
TR200,A107,Drafting and filing USPTO trademark application
TR200,A107,Reviewing specimen of use and drafting statement of use
TR200,A106,Drafting and filing USPTO trademark application
TR200,A101,Drafting cease and desist letter regarding mark infringement
TR200,A102,Reviewing specimen of use and drafting statement of use
TR200,A107,Advising client on Madrid Protocol filing strategy
TR200,A107,Responding to USPTO Office Action regarding likelihood of confusion
TR200,A106,Conducting preliminary trademark clearance search
TR200,A104,Monitoring trademark docket and updating deadlines
TR200,A103,Advising client on Madrid Protocol filing strategy
TR200,A104,Monitoring trademark docket and updating deadlines
TR200,A101,Responding to USPTO Office Action regarding likelihood of confusion
TR200,A106,Conducting preliminary trademark clearance search
TR200,A105,Responding to USPTO Office Action regarding likelihood of confusion
TR200,A103,Preparing declaration of use and renewal documentation
TR200,A104,Coordinating foreign trademark filings with local counsel
TR200,A105,Conducting preliminary trademark clearance search
TR200,A107,Preparing declaration of use and renewal documentation
TR200,A106,Drafting cease and desist letter regarding mark infringement
TR200,A102,Preparing declaration of use and renewal documentation
TR200,A107,Reviewing specimen of use and drafting statement of use
TR200,A101,Responding to USPTO Office Action regarding likelihood of confusion
TR200,A105,Responding to USPTO Office Action regarding likelihood of confusion
TR200,A103,Advising client on Madrid Protocol filing strategy
TR200,A107,Drafting cease and desist letter regarding mark infringement
TR200,A106,Advising client on Madrid Protocol filing strategy
TR200,A106,Monitoring trademark docket and updating deadlines
TR200,A104,Drafting response to descriptiveness refusal
TR200,A107,Responding to USPTO Office Action regarding likelihood of confusion
TR200,A103,Reviewing specimen of use and drafting statement of use
TR200,A106,Responding to USPTO Office Action regarding likelihood of confusion
TR200,A104,Preparing declaration of use and renewal documentation
TR200,A103,Responding to USPTO Office Action regarding likelihood of confusion
TR200,A102,Monitoring trademark docket and updating deadlines
TR200,A105,Responding to USPTO Office Action regarding likelihood of confusion
TR200,A101,Drafting and filing USPTO trademark application
TR200,A103,Drafting response to descriptiveness refusal
TR200,A101,Advising client on Madrid Protocol filing strategy
TR200,A106,Drafting and filing USPTO trademark application
TR200,A102,Advising client on Madrid Protocol filing strategy
TR200,A105,Conducting preliminary trademark clearance search
TR200,A101,Responding to USPTO Office Action regarding likelihood of confusion
TR200,A103,Advising client on Madrid Protocol filing strategy
TR200,A102,Drafting cease and desist letter regarding mark infringement
TR200,A107,Drafting response to descriptiveness refusal
TR200,A106,Conducting preliminary trademark clearance search
TR200,A106,Drafting response to descriptiveness refusal
TR200,A107,Reviewing specimen of use and drafting statement of use
TR200,A104,Conducting preliminary trademark clearance search
TR200,A101,Reviewing specimen of use and drafting statement of use
TR200,A102,Drafting response to descriptiveness refusal
TR200,A102,Drafting response to descriptiveness refusal
TR200,A106,Reviewing specimen of use and drafting statement of use
TR200,A101,Advising client on Madrid Protocol filing strategy
TR200,A102,Monitoring trademark docket and updating deadlines
TR200,A105,Drafting response to descriptiveness refusal
TR200,A107,Preparing declaration of use and renewal documentation
TR200,A106,Responding to USPTO Office Action regarding likelihood of confusion
TR200,A101,Reviewing specimen of use and drafting statement of use
TR200,A103,Monitoring trademark docket and updating deadlines
TR200,A103,Drafting response to descriptiveness refusal
TR200,A107,Advising client on Madrid Protocol filing strategy
TR200,A105,Responding to USPTO Office Action regarding likelihood of confusion
TR200,A104,Advising client on Madrid Protocol filing strategy
TR200,A107,Advising client on Madrid Protocol filing strategy
TR200,A104,Preparing declaration of use and renewal documentation
TR200,A105,Preparing declaration of use and renewal documentation
TR200,A103,Conducting preliminary trademark clearance search
TR200,A102,Responding to USPTO Office Action regarding likelihood of confusion
TR200,A107,Responding to USPTO Office Action regarding likelihood of confusion
TR200,A105,Responding to USPTO Office Action regarding likelihood of confusion
TR200,A104,Responding to USPTO Office Action regarding likelihood of confusion
TR200,A102,Reviewing specimen of use and drafting statement of use
TR200,A102,Drafting cease and desist letter regarding mark infringement
TR200,A103,Conducting preliminary trademark clearance search
TR200,A104,Drafting and filing USPTO trademark application
TR200,A107,Preparing declaration of use and renewal documentation
TR200,A107,Drafting cease and desist letter regarding mark infringement
TR200,A105,Advising client on Madrid Protocol filing strategy
TR200,A106,Coordinating foreign trademark filings with local counsel
TR200,A107,Monitoring trademark docket and updating deadlines
TR200,A103,Drafting response to descriptiveness refusal
TR200,A104,Responding to USPTO Office Action regarding likelihood of confusion
TR200,A106,Coordinating foreign trademark filings with local counsel
TR200,A103,Drafting response to descriptiveness refusal
TR200,A103,Reviewing specimen of use and drafting statement of use
TR200,A105,Reviewing specimen of use and drafting statement of use
TR200,A103,Drafting cease and desist letter regarding mark infringement
TR200,A101,Responding to USPTO Office Action regarding likelihood of confusion
TR200,A103,Advising client on Madrid Protocol filing strategy
TR200,A102,Monitoring trademark docket and updating deadlines
TR200,A104,Drafting and filing USPTO trademark application
TR200,A105,Conducting preliminary trademark clearance search
TR200,A104,Conducting preliminary trademark clearance search
TR200,A105,Reviewing specimen of use and drafting statement of use
TR200,A106,Conducting preliminary trademark clearance search
TR200,A106,Drafting cease and desist letter regarding mark infringement
TR200,A106,Preparing declaration of use and renewal documentation
TR200,A107,Reviewing specimen of use and drafting statement of use
TR200,A104,Monitoring trademark docket and updating deadlines
TR200,A107,Drafting cease and desist letter regarding mark infringement
TR200,A105,Drafting and filing USPTO trademark application
TR200,A104,Reviewing specimen of use and drafting statement of use
TR200,A102,Drafting cease and desist letter regarding mark infringement
TR200,A104,Preparing declaration of use and renewal documentation
TR200,A102,Preparing declaration of use and renewal documentation
TR200,A103,Preparing declaration of use and renewal documentation
TR200,A104,Preparing declaration of use and renewal documentation
TR200,A104,Advising client on Madrid Protocol filing strategy
TR200,A103,Drafting response to descriptiveness refusal
TR200,A103,Responding to USPTO Office Action regarding likelihood of confusion
TR200,A102,Drafting and filing USPTO trademark application
TR200,A103,Advising client on Madrid Protocol filing strategy
TR200,A104,Drafting and filing USPTO trademark application
TR200,A107,Preparing declaration of use and renewal documentation
TR200,A102,Drafting cease and desist letter regarding mark infringement
TR200,A107,Preparing declaration of use and renewal documentation
TR200,A107,Monitoring trademark docket and updating deadlines
TR200,A101,Drafting response to descriptiveness refusal
TR200,A103,Reviewing specimen of use and drafting statement of use
TR200,A106,Responding to USPTO Office Action regarding likelihood of confusion
TR200,A104,Monitoring trademark docket and updating deadlines
TR200,A106,Advising client on Madrid Protocol filing strategy
TR200,A105,Responding to USPTO Office Action regarding likelihood of confusion
TR200,A103,Conducting preliminary trademark clearance search
TR200,A102,Advising client on Madrid Protocol filing strategy
TR200,A107,Drafting and filing USPTO trademark application
TR200,A104,Conducting preliminary trademark clearance search
TR200,A104,Reviewing specimen of use and drafting statement of use
TR200,A102,Reviewing specimen of use and drafting statement of use
TR200,A101,Monitoring trademark docket and updating deadlines
TR200,A103,Coordinating foreign trademark filings with local counsel
TR200,A105,Monitoring trademark docket and updating deadlines
TR200,A103,Drafting and filing USPTO trademark application
TR200,A105,Responding to USPTO Office Action regarding likelihood of confusion
TR200,A107,Preparing declaration of use and renewal documentation
TR200,A101,Advising client on Madrid Protocol filing strategy
TR200,A102,Coordinating foreign trademark filings with local counsel
TR200,A102,Monitoring trademark docket and updating deadlines
TR200,A103,Reviewing specimen of use and drafting statement of use
TR200,A104,Coordinating foreign trademark filings with local counsel
TR200,A107,Coordinating foreign trademark filings with local counsel
TR200,A103,Drafting response to descriptiveness refusal
TR200,A102,Monitoring trademark docket and updating deadlines
TR200,A101,Coordinating foreign trademark filings with local counsel
TR200,A106,Drafting cease and desist letter regarding mark infringement
TR200,A102,Advising client on Madrid Protocol filing strategy
TR200,A103,Reviewing specimen of use and drafting statement of use
TR200,A103,Drafting and filing USPTO trademark application
TR200,A105,Drafting response to descriptiveness refusal
TR200,A103,Drafting cease and desist letter regarding mark infringement
TR200,A106,Coordinating foreign trademark filings with local counsel
TR200,A103,Responding to USPTO Office Action regarding likelihood of confusion
TR200,A104,Monitoring trademark docket and updating deadlines
TR200,A104,Responding to USPTO Office Action regarding likelihood of confusion
TR200,A106,Coordinating foreign trademark filings with local counsel
TR200,A105,Monitoring trademark docket and updating deadlines
TR200,A106,Drafting and filing USPTO trademark application
TR200,A101,Monitoring trademark docket and updating deadlines
TR200,A103,Advising client on Madrid Protocol filing strategy
TR200,A101,Conducting preliminary trademark clearance search
TR200,A102,Reviewing specimen of use and drafting statement of use
TR200,A105,Drafting cease and desist letter regarding mark infringement
TR200,A105,Conducting preliminary trademark clearance search
TR200,A107,Responding to USPTO Office Action regarding likelihood of confusion
TR200,A107,Responding to USPTO Office Action regarding likelihood of confusion
TR200,A101,Advising client on Madrid Protocol filing strategy
TR200,A105,Drafting and filing USPTO trademark application
TR200,A103,Drafting response to descriptiveness refusal
TR200,A104,Drafting response to descriptiveness refusal
TR200,A101,Drafting and filing USPTO trademark application
TR200,A104,Drafting cease and desist letter regarding mark infringement
TR200,A101,Preparing declaration of use and renewal documentation
TR200,A102,Advising client on Madrid Protocol filing strategy
TR200,A106,Drafting response to descriptiveness refusal
TR200,A102,Drafting cease and desist letter regarding mark infringement
TR200,A104,Advising client on Madrid Protocol filing strategy
TR200,A105,Drafting and filing USPTO trademark application
TR200,A104,Monitoring trademark docket and updating deadlines
TR200,A105,Preparing declaration of use and renewal documentation
TR200,A106,Drafting and filing USPTO trademark application
TR200,A105,Coordinating foreign trademark filings with local counsel
TR200,A105,Reviewing specimen of use and drafting statement of use
TR200,A105,Drafting cease and desist letter regarding mark infringement
TR200,A102,Responding to USPTO Office Action regarding likelihood of confusion
TR200,A103,Drafting cease and desist letter regarding mark infringement
TR200,A101,Drafting cease and desist letter regarding mark infringement
TR200,A102,Monitoring trademark docket and updating deadlines
TR200,A103,Drafting cease and desist letter regarding mark infringement
TR200,A104,Advising client on Madrid Protocol filing strategy
TR200,A104,Coordinating foreign trademark filings with local counsel
TR200,A102,Advising client on Madrid Protocol filing strategy
TR200,A105,Advising client on Madrid Protocol filing strategy
TR200,A107,Coordinating foreign trademark filings with local counsel
TR200,A107,Advising client on Madrid Protocol filing strategy
TR200,A102,Reviewing specimen of use and drafting statement of use
TR200,A104,Drafting response to descriptiveness refusal
TR200,A105,Reviewing specimen of use and drafting statement of use
TR200,A105,Drafting and filing USPTO trademark application
TR200,A106,Coordinating foreign trademark filings with local counsel
TR200,A104,Drafting and filing USPTO trademark application
TR200,A103,Drafting cease and desist letter regarding mark infringement
TR200,A107,Preparing declaration of use and renewal documentation
TR200,A105,Advising client on Madrid Protocol filing strategy
TR200,A102,Reviewing specimen of use and drafting statement of use
TR200,A107,Reviewing specimen of use and drafting statement of use
TR200,A103,Monitoring trademark docket and updating deadlines
TR200,A102,Preparing declaration of use and renewal documentation
TR200,A107,Responding to USPTO Office Action regarding likelihood of confusion
TR200,A107,Reviewing specimen of use and drafting statement of use
TR220,A101,Coordinating foreign trademark filings with local counsel
TR220,A101,Drafting response to descriptiveness refusal
TR220,A103,Drafting and filing USPTO trademark application
TR220,A107,Responding to USPTO Office Action regarding likelihood of confusion
TR220,A103,Drafting response to descriptiveness refusal
TR220,A107,Drafting and filing USPTO trademark application
TR220,A103,Coordinating foreign trademark filings with local counsel
TR220,A102,Drafting cease and desist letter regarding mark infringement
TR220,A105,Coordinating foreign trademark filings with local counsel
TR220,A104,Responding to USPTO Office Action regarding likelihood of confusion
TR220,A104,Coordinating foreign trademark filings with local counsel
TR220,A104,Drafting and filing USPTO trademark application
TR220,A102,Coordinating foreign trademark filings with local counsel
TR220,A106,Preparing declaration of use and renewal documentation
TR220,A107,Coordinating foreign trademark filings with local counsel
TR220,A105,Drafting cease and desist letter regarding mark infringement
TR220,A102,Responding to USPTO Office Action regarding likelihood of confusion
TR220,A101,Monitoring trademark docket and updating deadlines
TR220,A104,Coordinating foreign trademark filings with local counsel
TR220,A106,Drafting cease and desist letter regarding mark infringement
TR220,A106,Drafting cease and desist letter regarding mark infringement
TR220,A102,Drafting cease and desist letter regarding mark infringement
TR220,A106,Conducting preliminary trademark clearance search
TR220,A104,Coordinating foreign trademark filings with local counsel
TR220,A105,Responding to USPTO Office Action regarding likelihood of confusion
TR220,A102,Coordinating foreign trademark filings with local counsel
TR220,A105,Advising client on Madrid Protocol filing strategy
TR220,A101,Responding to USPTO Office Action regarding likelihood of confusion
TR220,A106,Advising client on Madrid Protocol filing strategy
TR220,A107,Advising client on Madrid Protocol filing strategy
TR220,A102,Drafting cease and desist letter regarding mark infringement
TR220,A101,Preparing declaration of use and renewal documentation
TR220,A107,Drafting response to descriptiveness refusal
TR220,A106,Preparing declaration of use and renewal documentation
TR220,A103,Coordinating foreign trademark filings with local counsel
TR220,A104,Drafting and filing USPTO trademark application
TR220,A106,Coordinating foreign trademark filings with local counsel
TR220,A104,Monitoring trademark docket and updating deadlines
TR220,A103,Conducting preliminary trademark clearance search
TR220,A106,Responding to USPTO Office Action regarding likelihood of confusion
TR220,A104,Drafting and filing USPTO trademark application
TR220,A106,Drafting cease and desist letter regarding mark infringement
TR220,A107,Drafting and filing USPTO trademark application
TR220,A102,Conducting preliminary trademark clearance search
TR220,A106,Coordinating foreign trademark filings with local counsel
TR220,A106,Drafting cease and desist letter regarding mark infringement
TR220,A101,Monitoring trademark docket and updating deadlines
TR220,A107,Drafting response to descriptiveness refusal
TR220,A107,Conducting preliminary trademark clearance search
TR220,A106,Conducting preliminary trademark clearance search
TR220,A104,Drafting cease and desist letter regarding mark infringement
TR220,A101,Conducting preliminary trademark clearance search
TR220,A101,Drafting and filing USPTO trademark application
TR220,A105,Monitoring trademark docket and updating deadlines
TR220,A107,Conducting preliminary trademark clearance search
TR220,A101,Conducting preliminary trademark clearance search
TR220,A103,Drafting response to descriptiveness refusal
TR220,A101,Conducting preliminary trademark clearance search
TR220,A107,Monitoring trademark docket and updating deadlines
TR220,A102,Responding to USPTO Office Action regarding likelihood of confusion
TR220,A107,Advising client on Madrid Protocol filing strategy
TR220,A103,Advising client on Madrid Protocol filing strategy
TR220,A103,Preparing declaration of use and renewal documentation
TR220,A104,Drafting and filing USPTO trademark application
TR220,A107,Preparing declaration of use and renewal documentation
TR220,A104,Coordinating foreign trademark filings with local counsel
TR220,A104,Preparing declaration of use and renewal documentation
TR220,A106,Drafting and filing USPTO trademark application
TR220,A103,Responding to USPTO Office Action regarding likelihood of confusion
TR220,A104,Advising client on Madrid Protocol filing strategy
TR220,A104,Coordinating foreign trademark filings with local counsel
TR220,A101,Drafting cease and desist letter regarding mark infringement
TR220,A103,Conducting preliminary trademark clearance search
TR220,A107,Preparing declaration of use and renewal documentation
TR220,A101,Preparing declaration of use and renewal documentation
TR220,A102,Preparing declaration of use and renewal documentation
TR220,A105,Coordinating foreign trademark filings with local counsel
TR220,A103,Preparing declaration of use and renewal documentation
TR220,A102,Drafting response to descriptiveness refusal
TR220,A102,Reviewing specimen of use and drafting statement of use
TR220,A102,Preparing declaration of use and renewal documentation
TR220,A101,Reviewing specimen of use and drafting statement of use
TR220,A101,Reviewing specimen of use and drafting statement of use
TR220,A103,Reviewing specimen of use and drafting statement of use
TR220,A101,Advising client on Madrid Protocol filing strategy
TR220,A102,Drafting response to descriptiveness refusal
TR220,A105,Drafting response to descriptiveness refusal
TR220,A107,Drafting and filing USPTO trademark application
TR220,A105,Preparing declaration of use and renewal documentation
TR220,A104,Monitoring trademark docket and updating deadlines
TR220,A106,Conducting preliminary trademark clearance search
TR220,A101,Drafting and filing USPTO trademark application
TR220,A102,Advising client on Madrid Protocol filing strategy
TR220,A106,Reviewing specimen of use and drafting statement of use
TR220,A101,Drafting response to descriptiveness refusal
TR220,A105,Coordinating foreign trademark filings with local counsel
TR220,A101,Conducting preliminary trademark clearance search
TR220,A103,Conducting preliminary trademark clearance search
TR220,A103,Responding to USPTO Office Action regarding likelihood of confusion
TR220,A102,Advising client on Madrid Protocol filing strategy
TR220,A102,Conducting preliminary trademark clearance search
TR220,A106,Conducting preliminary trademark clearance search
TR220,A107,Advising client on Madrid Protocol filing strategy
TR220,A102,Responding to USPTO Office Action regarding likelihood of confusion
TR220,A105,Advising client on Madrid Protocol filing strategy
TR220,A101,Advising client on Madrid Protocol filing strategy
TR220,A107,Reviewing specimen of use and drafting statement of use
TR220,A101,Advising client on Madrid Protocol filing strategy
TR220,A107,Drafting cease and desist letter regarding mark infringement
TR220,A105,Monitoring trademark docket and updating deadlines
TR220,A105,Drafting and filing USPTO trademark application
TR220,A107,Drafting response to descriptiveness refusal
TR220,A105,Coordinating foreign trademark filings with local counsel
TR220,A102,Monitoring trademark docket and updating deadlines
TR220,A105,Coordinating foreign trademark filings with local counsel
TR220,A105,Drafting cease and desist letter regarding mark infringement
TR220,A106,Advising client on Madrid Protocol filing strategy
TR220,A102,Preparing declaration of use and renewal documentation
TR220,A103,Responding to USPTO Office Action regarding likelihood of confusion
TR220,A103,Drafting and filing USPTO trademark application
TR220,A101,Coordinating foreign trademark filings with local counsel
TR220,A101,Drafting cease and desist letter regarding mark infringement
TR220,A107,Responding to USPTO Office Action regarding likelihood of confusion
TR220,A107,Drafting response to descriptiveness refusal
TR220,A104,Preparing declaration of use and renewal documentation
TR220,A107,Monitoring trademark docket and updating deadlines
TR220,A106,Responding to USPTO Office Action regarding likelihood of confusion
TR220,A101,Preparing declaration of use and renewal documentation
TR220,A105,Advising client on Madrid Protocol filing strategy
TR220,A106,Preparing declaration of use and renewal documentation
TR220,A102,Conducting preliminary trademark clearance search
TR220,A102,Conducting preliminary trademark clearance search
TR220,A106,Responding to USPTO Office Action regarding likelihood of confusion
TR220,A101,Advising client on Madrid Protocol filing strategy
TR220,A103,Drafting and filing USPTO trademark application
TR220,A101,Responding to USPTO Office Action regarding likelihood of confusion
TR220,A102,Reviewing specimen of use and drafting statement of use
TR220,A105,Drafting and filing USPTO trademark application
TR220,A102,Conducting preliminary trademark clearance search
TR220,A101,Drafting and filing USPTO trademark application
TR220,A106,Conducting preliminary trademark clearance search
TR220,A103,Coordinating foreign trademark filings with local counsel
TR220,A107,Drafting cease and desist letter regarding mark infringement
TR220,A103,Drafting response to descriptiveness refusal
TR220,A107,Drafting cease and desist letter regarding mark infringement
TR220,A101,Reviewing specimen of use and drafting statement of use
TR220,A107,Conducting preliminary trademark clearance search
TR220,A102,Drafting and filing USPTO trademark application
TR220,A102,Drafting and filing USPTO trademark application
TR220,A106,Advising client on Madrid Protocol filing strategy
TR220,A106,Drafting response to descriptiveness refusal
TR220,A101,Conducting preliminary trademark clearance search
TR220,A106,Drafting and filing USPTO trademark application
TR220,A105,Advising client on Madrid Protocol filing strategy
TR220,A101,Coordinating foreign trademark filings with local counsel
TR220,A101,Responding to USPTO Office Action regarding likelihood of confusion
TR220,A102,Conducting preliminary trademark clearance search
TR220,A104,Drafting response to descriptiveness refusal
TR220,A105,Responding to USPTO Office Action regarding likelihood of confusion
TR220,A107,Drafting response to descriptiveness refusal
TR220,A106,Drafting and filing USPTO trademark application
TR220,A102,Drafting cease and desist letter regarding mark infringement
TR220,A104,Preparing declaration of use and renewal documentation
TR220,A103,Responding to USPTO Office Action regarding likelihood of confusion
TR220,A106,Drafting response to descriptiveness refusal
TR220,A103,Conducting preliminary trademark clearance search
TR220,A103,Conducting preliminary trademark clearance search
TR220,A104,Reviewing specimen of use and drafting statement of use
TR220,A105,Drafting response to descriptiveness refusal
TR220,A107,Responding to USPTO Office Action regarding likelihood of confusion
TR220,A106,Drafting cease and desist letter regarding mark infringement
TR220,A103,Drafting response to descriptiveness refusal
TR220,A104,Reviewing specimen of use and drafting statement of use
TR220,A105,Reviewing specimen of use and drafting statement of use
TR220,A106,Reviewing specimen of use and drafting statement of use
TR220,A106,Coordinating foreign trademark filings with local counsel
TR220,A106,Advising client on Madrid Protocol filing strategy
TR220,A102,Reviewing specimen of use and drafting statement of use
TR220,A102,Conducting preliminary trademark clearance search
TR220,A105,Advising client on Madrid Protocol filing strategy
TR220,A105,Conducting preliminary trademark clearance search
TR220,A102,Drafting and filing USPTO trademark application
TR220,A105,Advising client on Madrid Protocol filing strategy
TR220,A101,Drafting response to descriptiveness refusal
TR220,A106,Conducting preliminary trademark clearance search
TR220,A102,Responding to USPTO Office Action regarding likelihood of confusion
TR220,A106,Drafting and filing USPTO trademark application
TR220,A104,Coordinating foreign trademark filings with local counsel
TR220,A106,Responding to USPTO Office Action regarding likelihood of confusion
TR220,A103,Drafting response to descriptiveness refusal
TR220,A105,Coordinating foreign trademark filings with local counsel
TR220,A107,Reviewing specimen of use and drafting statement of use
TR220,A103,Responding to USPTO Office Action regarding likelihood of confusion
TR220,A104,Responding to USPTO Office Action regarding likelihood of confusion
TR220,A103,Advising client on Madrid Protocol filing strategy
TR220,A104,Monitoring trademark docket and updating deadlines
TR220,A101,Drafting response to descriptiveness refusal
TR220,A101,Preparing declaration of use and renewal documentation
TR220,A106,Conducting preliminary trademark clearance search
TR220,A106,Drafting and filing USPTO trademark application
TR220,A103,Responding to USPTO Office Action regarding likelihood of confusion
TR220,A104,Drafting cease and desist letter regarding mark infringement
TR220,A103,Advising client on Madrid Protocol filing strategy
TR220,A105,Coordinating foreign trademark filings with local counsel
TR220,A105,Responding to USPTO Office Action regarding likelihood of confusion
TR220,A107,Coordinating foreign trademark filings with local counsel
TR220,A104,Conducting preliminary trademark clearance search
TR220,A102,Advising client on Madrid Protocol filing strategy
TR220,A106,Drafting cease and desist letter regarding mark infringement
TR220,A107,Drafting and filing USPTO trademark application
TR220,A102,Coordinating foreign trademark filings with local counsel
TR220,A107,Drafting response to descriptiveness refusal
TR220,A101,Drafting response to descriptiveness refusal
TR220,A102,Responding to USPTO Office Action regarding likelihood of confusion
TR220,A106,Conducting preliminary trademark clearance search
TR220,A104,Preparing declaration of use and renewal documentation
TR220,A102,Coordinating foreign trademark filings with local counsel
TR220,A103,Advising client on Madrid Protocol filing strategy
TR220,A104,Drafting and filing USPTO trademark application
TR220,A107,Drafting and filing USPTO trademark application
TR220,A105,Reviewing specimen of use and drafting statement of use
TR220,A102,Reviewing specimen of use and drafting statement of use
TR220,A106,Drafting cease and desist letter regarding mark infringement
TR220,A106,Drafting and filing USPTO trademark application
TR220,A101,Responding to USPTO Office Action regarding likelihood of confusion
TR220,A104,Monitoring trademark docket and updating deadlines
TR220,A107,Conducting preliminary trademark clearance search
TR220,A104,Preparing declaration of use and renewal documentation
TR220,A102,Monitoring trademark docket and updating deadlines
TR220,A102,Responding to USPTO Office Action regarding likelihood of confusion
TR220,A104,Preparing declaration of use and renewal documentation
TR220,A105,Conducting preliminary trademark clearance search
TR220,A103,Drafting response to descriptiveness refusal
TR220,A103,Coordinating foreign trademark filings with local counsel
TR220,A102,Reviewing specimen of use and drafting statement of use
TR220,A102,Conducting preliminary trademark clearance search
TR220,A104,Advising client on Madrid Protocol filing strategy
TR220,A103,Responding to USPTO Office Action regarding likelihood of confusion
TR220,A104,Advising client on Madrid Protocol filing strategy
TR220,A105,Conducting preliminary trademark clearance search
TR220,A104,Coordinating foreign trademark filings with local counsel
TR220,A105,Coordinating foreign trademark filings with local counsel
TR220,A107,Responding to USPTO Office Action regarding likelihood of confusion
TR230,A102,Drafting response to descriptiveness refusal
TR230,A105,Monitoring trademark docket and updating deadlines
TR230,A104,Preparing declaration of use and renewal documentation
TR230,A103,Reviewing specimen of use and drafting statement of use
TR230,A106,Coordinating foreign trademark filings with local counsel
TR230,A101,Monitoring trademark docket and updating deadlines
TR230,A101,Reviewing specimen of use and drafting statement of use
TR230,A102,Drafting cease and desist letter regarding mark infringement
TR230,A102,Monitoring trademark docket and updating deadlines
TR230,A106,Drafting and filing USPTO trademark application
TR230,A102,Coordinating foreign trademark filings with local counsel
TR230,A104,Conducting preliminary trademark clearance search
TR230,A102,Responding to USPTO Office Action regarding likelihood of confusion
TR230,A103,Coordinating foreign trademark filings with local counsel
TR230,A104,Drafting cease and desist letter regarding mark infringement
TR230,A101,Preparing declaration of use and renewal documentation
TR230,A106,Coordinating foreign trademark filings with local counsel
TR230,A105,Monitoring trademark docket and updating deadlines
TR230,A106,Drafting and filing USPTO trademark application
TR230,A106,Reviewing specimen of use and drafting statement of use
TR230,A102,Drafting cease and desist letter regarding mark infringement
TR230,A103,Drafting and filing USPTO trademark application
TR230,A104,Drafting cease and desist letter regarding mark infringement
TR230,A102,Reviewing specimen of use and drafting statement of use
TR230,A103,Drafting cease and desist letter regarding mark infringement
TR230,A106,Reviewing specimen of use and drafting statement of use
TR230,A106,Preparing declaration of use and renewal documentation
TR230,A107,Coordinating foreign trademark filings with local counsel
TR230,A107,Monitoring trademark docket and updating deadlines
TR230,A105,Preparing declaration of use and renewal documentation
TR230,A103,Conducting preliminary trademark clearance search
TR230,A104,Conducting preliminary trademark clearance search
TR230,A107,Coordinating foreign trademark filings with local counsel
TR230,A107,Conducting preliminary trademark clearance search
TR230,A105,Drafting and filing USPTO trademark application
TR230,A107,Drafting cease and desist letter regarding mark infringement
TR230,A106,Preparing declaration of use and renewal documentation
TR230,A107,Reviewing specimen of use and drafting statement of use
TR230,A102,Responding to USPTO Office Action regarding likelihood of confusion
TR230,A101,Responding to USPTO Office Action regarding likelihood of confusion
TR230,A106,Drafting and filing USPTO trademark application
TR230,A102,Monitoring trademark docket and updating deadlines
TR230,A101,Monitoring trademark docket and updating deadlines
TR230,A106,Reviewing specimen of use and drafting statement of use
TR230,A101,Reviewing specimen of use and drafting statement of use
TR230,A106,Conducting preliminary trademark clearance search
TR230,A104,Monitoring trademark docket and updating deadlines
TR230,A107,Drafting and filing USPTO trademark application
TR230,A106,Reviewing specimen of use and drafting statement of use
TR230,A101,Advising client on Madrid Protocol filing strategy
TR230,A106,Drafting response to descriptiveness refusal
TR230,A105,Drafting and filing USPTO trademark application
TR230,A102,Reviewing specimen of use and drafting statement of use
